,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
2707,283.72,0.0,1.59,67.23,1.09,16.15,37.01,1.54,3
2708,290.39,0.0,1.29,70.1,1.15,17.21,37.71,1.25,3
2709,287.06,0.0,0.74,68.67,0.75,17.28,41.2,0.89,3
2710,283.72,0.0,0.71,69.38,0.66,17.05,44.29,1.09,3
2711,283.72,0.01,0.74,72.24,0.6,16.99,48.73,1.17,3
2712,277.04,0.04,0.44,76.53,0.43,16.73,54.01,0.84,4
2713,270.37,0.06,0.41,77.25,0.37,16.53,54.73,0.79,4
2714,270.37,0.07,0.41,78.68,0.38,16.36,54.08,0.84,4
2715,253.68,0.03,0.19,90.84,0.3,14.12,44.54,0.42,3
2716,250.34,0.03,0.16,95.84,0.29,13.3,40.25,0.36,3
2717,247.0,0.02,0.16,97.28,0.3,13.02,38.5,0.38,3
2718,247.0,0.02,0.17,98.71,0.3,12.99,37.94,0.42,3
2719,247.0,0.03,0.19,100.14,0.29,12.81,37.01,0.43,3
2720,243.66,0.03,0.22,101.57,0.27,12.23,34.97,0.41,2
2721,243.66,0.09,0.89,95.84,0.28,11.81,31.93,0.73,2
2722,247.0,0.1,1.97,85.83,0.34,11.76,30.69,1.28,2
2723,250.34,0.01,2.44,78.68,0.37,11.82,30.74,1.65,2
2724,250.34,0.0,2.61,71.53,0.39,11.93,30.85,2.12,2
2725,247.0,0.0,2.64,64.37,0.39,12.05,31.2,2.5,2
2726,243.66,0.0,2.51,58.65,0.37,12.15,31.53,2.63,2
2727,236.99,0.0,2.16,55.79,0.32,12.22,32.07,2.6,2
2728,230.31,0.0,1.65,55.08,0.25,12.34,32.88,2.53,2
2729,230.31,0.0,1.15,57.94,0.22,12.42,33.42,2.38,2
2730,230.31,0.0,0.77,63.66,0.21,12.54,33.78,2.22,2
2731,226.97,0.0,0.69,60.08,0.2,12.48,33.49,2.47,2
2732,223.64,0.0,0.77,53.64,0.19,12.54,33.8,2.88,2
2733,223.64,0.0,1.18,51.5,0.22,12.63,34.12,2.91,2
2734,230.31,0.04,2.1,52.93,0.31,12.85,34.81,2.76,2
2735,240.33,0.19,2.08,63.66,0.37,13.25,36.61,2.25,3
2736,243.66,0.29,2.08,70.81,0.41,13.45,36.8,2.12,3
2737,257.02,0.25,1.8,87.26,0.46,13.52,36.66,1.95,3
2738,243.66,0.04,0.22,92.98,0.25,12.93,37.13,0.43,3
2739,240.33,0.03,0.18,90.84,0.23,12.47,34.79,0.38,2
2740,236.99,0.03,0.16,89.41,0.23,12.29,34.15,0.41,2
2741,236.99,0.03,0.16,88.69,0.23,12.3,33.93,0.45,2
2742,230.31,0.03,0.18,90.12,0.23,12.27,32.99,0.46,2
2743,226.97,0.03,0.23,92.98,0.23,12.07,31.39,0.45,2
2744,226.97,0.1,0.89,90.12,0.27,11.92,29.6,0.71,2
2745,230.31,0.1,1.91,84.4,0.34,11.85,28.59,1.16,2
2746,233.65,0.01,2.4,78.68,0.4,11.76,28.03,1.52,2
2747,233.65,0.0,3.13,67.23,0.48,11.75,27.33,2.25,2
2748,233.65,0.0,3.56,56.51,0.54,11.74,27.1,2.98,2
2749,226.97,0.0,3.43,51.5,0.54,11.84,28.14,3.48,2
2750,220.3,0.0,2.87,50.78,0.48,12.04,30.44,3.9,2
2751,213.62,0.0,2.08,52.21,0.4,12.2,32.7,4.05,2
2752,211.95,0.0,1.41,55.08,0.34,12.39,34.28,4.31,2
2753,210.29,0.0,1.06,55.79,0.32,12.45,35.04,4.43,3
2754,211.95,0.0,0.87,58.65,0.3,12.53,35.82,4.56,3
2755,213.62,0.0,0.8,65.09,0.28,12.85,38.69,4.56,3
2756,213.62,0.0,1.2,62.23,0.29,12.99,40.46,4.18,3
2757,216.96,0.05,2.31,57.22,0.36,13.29,42.39,3.83,3
2758,223.64,0.33,3.17,55.08,0.45,13.65,44.62,3.58,3
2759,230.31,0.52,3.77,65.09,0.56,14.01,44.98,3.33,3
2760,257.02,0.39,3.47,92.98,0.72,14.46,44.03,3.04,3
2761,233.65,0.04,0.28,98.71,0.26,16.93,51.63,0.58,4
2762,226.97,0.04,0.28,101.57,0.24,17.22,47.78,0.52,3
2763,223.64,0.05,0.3,103.0,0.23,16.98,45.45,0.53,3
2764,223.64,0.05,0.3,104.43,0.22,16.72,43.56,0.55,3
2765,220.3,0.05,0.31,104.43,0.22,16.34,41.55,0.57,3
2766,220.3,0.04,0.34,104.43,0.21,16.1,39.91,0.59,3
2767,226.97,0.11,1.07,100.14,0.26,15.96,38.37,0.9,3
2768,233.65,0.1,2.19,91.55,0.33,15.66,35.98,1.36,3
2769,233.65,0.01,2.64,83.69,0.39,15.07,33.52,1.69,2
2770,236.99,0.0,2.66,76.53,0.43,14.52,31.33,2.06,2
2771,236.99,0.0,2.72,68.67,0.46,14.01,30.11,2.41,2
2772,236.99,0.0,2.55,62.23,0.46,13.6,29.21,2.6,2
2773,230.31,0.0,2.06,55.79,0.4,13.37,28.74,2.69,2
2774,223.64,0.0,1.44,51.5,0.32,13.3,28.89,2.82,2
2775,220.3,0.0,0.9,50.07,0.26,13.24,29.75,2.88,2
2776,220.3,0.0,0.7,50.07,0.23,13.25,30.92,2.95,2
2777,220.3,0.0,0.65,49.35,0.21,13.25,32.55,2.98,2
2778,1201.63,23.47,50.04,0.1,59.61,144.74,175.22,2.25,5
2779,1321.79,33.08,52.09,0.49,70.57,155.88,192.89,2.57,5
2780,1388.55,37.55,52.78,0.82,79.16,160.81,202.03,3.1,5
2781,1375.2,39.79,52.78,0.48,88.69,159.04,202.6,3.26,5
2782,1121.52,34.87,55.52,0.01,106.81,137.62,173.34,0.28,5
2783,974.66,29.06,56.21,0.01,102.04,120.94,153.44,0.1,5
2784,847.82,19.22,52.78,0.07,82.02,105.07,133.18,0.09,5
2785,794.41,14.31,49.35,0.18,68.67,98.63,123.29,0.13,5
2786,847.82,18.55,48.67,0.03,66.76,103.98,129.15,0.47,5
2787,894.55,22.8,50.04,0.0,62.94,104.96,129.91,1.19,5
2788,934.6,24.36,51.41,0.0,57.7,102.34,125.41,1.58,5
2789,974.66,24.59,52.78,0.0,56.27,102.56,125.4,1.95,5
2790,1014.71,23.47,54.15,0.0,56.27,104.02,128.25,2.19,5
2791,988.01,19.67,54.15,0.01,53.41,100.12,124.33,2.09,5
2792,934.6,15.2,51.41,0.07,49.59,92.87,115.89,1.87,5
2793,847.82,11.4,48.67,0.23,43.87,84.44,105.34,1.52,5
2794,734.33,8.49,47.3,0.46,38.15,74.71,91.82,1.09,5
2795,680.92,6.82,47.3,0.67,35.76,70.52,84.07,0.9,5
2796,674.25,6.48,49.35,0.61,34.81,70.43,81.82,0.82,5
2797,694.28,7.1,52.78,0.4,34.33,72.87,83.64,0.78,5
2798,727.65,8.27,55.52,0.23,35.29,76.41,87.53,0.74,5
2799,754.36,9.28,54.84,0.18,37.67,78.07,89.66,0.69,5
2800,767.71,9.39,52.78,0.25,39.58,78.22,90.17,0.66,5
2801,814.44,10.39,50.04,0.31,42.92,80.38,94.32,0.82,5
2802,841.14,11.96,47.98,0.3,45.78,81.71,97.96,0.93,5
2803,814.44,11.85,47.3,0.35,47.68,79.51,96.42,0.92,5
2804,767.71,11.18,46.61,0.6,49.59,76.65,93.1,0.93,5
2805,707.63,10.06,45.93,1.16,49.59,72.95,88.5,0.82,5
2806,647.54,7.71,44.55,2.48,46.73,68.2,82.59,0.46,5
2807,600.82,4.97,43.87,5.23,43.39,63.45,76.95,0.27,5
2808,574.11,3.1,42.84,8.94,40.53,60.21,72.87,0.24,5
2809,560.76,2.18,41.13,12.7,38.15,57.58,69.81,0.26,5
2810,560.76,1.96,44.55,13.05,36.72,57.06,69.39,0.31,5
2811,567.44,1.44,48.67,11.8,35.76,57.23,69.72,0.42,5
2812,574.11,1.08,49.35,12.34,34.81,57.36,70.1,0.5,5
2813,607.49,1.15,50.04,11.44,35.76,59.73,73.65,0.67,5
2814,634.19,1.08,50.04,11.62,36.72,62.54,77.44,0.7,5
2815,647.54,0.88,49.35,12.52,37.19,64.67,79.79,0.63,5
2816,660.9,0.78,50.72,12.88,37.67,67.0,82.82,0.56,5
2817,654.22,0.73,52.09,12.7,37.19,67.68,83.73,0.43,5
2818,620.84,0.69,52.78,11.8,35.76,66.4,81.39,0.3,5
2819,634.19,0.94,54.84,9.12,36.24,69.37,84.09,0.34,5
2820,667.57,1.38,56.89,6.44,36.72,73.4,88.65,0.44,5
2821,700.95,1.93,56.89,4.74,37.67,76.47,92.15,0.46,5
2822,741.01,2.63,56.21,3.44,37.19,78.5,94.39,0.48,5
2823,774.38,3.33,55.52,2.66,37.19,79.38,95.02,0.36,5
2824,814.44,4.41,55.52,1.81,37.67,79.17,94.56,0.28,5
2825,894.55,7.6,55.52,0.78,41.49,81.45,98.0,0.29,5
2826,934.6,11.51,53.47,1.36,45.3,81.34,98.82,0.22,5
2827,894.55,16.09,47.3,10.91,47.21,75.1,91.41,0.14,5
2828,841.14,15.87,43.87,18.06,48.64,69.32,83.77,0.14,5
2829,781.06,12.07,47.98,14.66,48.64,62.75,75.33,0.18,5
2830,660.9,3.91,52.09,17.7,46.25,47.65,57.21,0.19,4
2831,594.14,2.38,48.67,28.61,46.25,39.22,47.49,0.26,4
2832,594.14,2.04,50.04,25.75,48.16,36.8,44.72,0.28,4
2833,600.82,1.84,52.78,20.03,51.02,34.92,42.72,0.26,4
2834,627.52,2.35,56.89,13.05,52.93,35.72,43.99,0.25,4
2835,667.57,3.27,63.75,5.99,52.93,38.94,47.91,0.27,4
2836,727.65,5.31,69.92,1.95,52.45,43.54,53.56,0.35,4
2837,787.74,7.49,74.03,0.67,53.41,49.15,60.58,0.51,4
2838,814.44,8.05,80.2,0.46,52.93,51.68,64.05,0.61,5
2839,821.11,8.49,84.31,0.28,52.93,51.51,63.99,0.65,5
2840,847.82,10.06,87.05,0.08,54.36,53.06,66.11,0.72,5
2841,841.14,10.73,87.74,0.04,54.84,53.28,66.45,0.76,5
2842,781.06,9.61,85.68,0.12,52.45,50.1,62.33,0.72,5
2843,720.98,7.15,80.2,0.53,49.59,47.47,58.88,0.8,4
2844,660.9,4.3,73.34,1.83,46.25,45.12,56.06,0.84,4
2845,620.84,2.4,67.17,4.16,45.78,45.11,55.94,0.93,4
2846,620.84,1.7,63.06,6.08,46.25,48.18,59.71,1.17,4
2847,627.52,1.7,61.69,6.35,46.73,52.9,65.25,1.39,5
2848,667.57,2.38,61.69,5.1,47.68,60.95,74.8,1.65,5
2849,801.09,5.92,64.43,2.03,54.84,76.05,94.22,2.25,5
2850,921.25,13.3,64.43,1.52,61.99,88.2,110.56,2.72,5
2851,947.95,23.47,56.89,12.52,67.71,91.74,115.49,2.88,5
2852,907.9,29.06,48.67,24.32,73.43,90.1,113.16,2.69,5
2853,827.79,29.5,44.55,31.47,79.16,85.38,107.04,2.15,5
2854,587.46,20.34,38.39,46.49,68.67,57.51,71.04,0.42,5
2855,500.68,15.42,35.64,57.94,61.04,43.8,54.11,0.31,4
2856,480.65,13.64,36.33,61.51,60.56,40.85,50.48,0.35,4
2857,974.66,25.93,52.78,39.7,75.34,80.33,101.6,2.82,5
2858,1762.39,53.2,71.97,14.48,88.69,144.24,183.43,6.52,5
2859,2456.67,90.3,85.0,2.26,100.14,198.54,254.49,9.63,5
2860,2990.72,118.02,95.96,0.02,108.72,237.45,307.36,12.16,5
2861,3124.24,109.08,104.19,0.0,96.32,250.05,326.46,12.41,5
2862,2590.18,67.95,97.33,0.0,80.11,208.99,277.02,10.39,5
2863,1415.25,16.54,80.88,0.43,60.56,116.78,159.18,6.46,5
2864,1255.04,7.1,70.6,2.24,55.31,106.23,143.97,5.83,5
2865,1148.22,3.19,65.8,5.99,49.11,99.64,134.58,5.13,5
2866,974.66,1.36,63.06,10.37,40.05,86.95,116.3,4.02,5
2867,847.82,0.53,57.58,15.38,31.95,79.14,103.13,3.2,5
2868,801.09,0.35,52.09,17.88,27.18,78.88,99.15,2.79,5
2869,834.47,0.73,51.41,13.05,26.7,84.48,104.51,2.69,5
2870,921.25,2.6,53.47,5.05,30.04,95.04,117.17,3.04,5
2871,1028.06,8.49,52.78,0.71,37.67,106.14,130.6,4.02,5
2872,1188.28,18.55,50.04,0.05,48.64,121.27,149.69,5.83,5
2873,1682.28,41.13,52.09,0.0,66.76,165.49,206.03,6.97,5
2874,2269.75,76.89,61.69,0.13,92.51,218.31,273.78,7.54,5
2875,2857.21,123.38,82.94,1.88,131.61,265.18,335.1,6.9,5
2876,3578.19,175.24,102.82,5.68,183.11,314.52,397.47,5.51,5
2877,4058.84,209.21,120.64,9.39,297.55,334.27,420.93,4.05,5
2878,2830.51,155.57,115.16,14.84,404.36,208.8,261.47,0.1,5
2879,2109.53,114.44,98.71,17.35,320.44,157.09,197.67,0.07,5
2880,1949.31,104.61,98.71,16.09,305.18,145.17,182.97,0.07,5
2881,1895.9,95.67,101.45,12.52,289.92,141.24,176.27,0.08,5
2882,1842.5,85.83,104.19,6.97,270.84,137.53,170.73,0.09,5
2883,1815.8,82.25,109.67,1.5,267.03,134.15,165.97,0.09,5
2884,2723.69,137.69,109.67,0.02,215.53,220.35,268.95,3.14,5
2885,4272.46,212.79,109.67,0.0,194.55,361.74,438.27,9.5,5
2886,5607.61,261.07,113.79,0.0,219.35,494.47,596.14,12.54,5
2887,6515.5,289.68,119.27,0.0,255.59,584.81,702.31,14.06,5
2888,7049.56,311.14,124.75,0.0,244.14,631.6,758.41,13.68,5
2889,6835.94,321.87,130.24,0.0,217.44,611.91,738.71,11.91,5
2890,5287.17,282.53,138.46,0.0,213.62,471.05,576.43,7.03,5
2891,4432.68,253.92,139.83,0.0,200.27,401.66,496.78,7.16,5
2892,3952.03,232.46,135.72,0.0,185.01,367.19,456.71,8.74,5
2893,3631.59,203.85,128.87,0.0,160.22,339.9,423.83,9.25,5
2894,3337.86,169.87,119.27,0.0,125.89,316.0,394.33,8.36,5
2895,3017.43,132.32,105.56,0.0,98.23,290.64,360.6,7.28,5
2896,2670.29,94.77,89.11,0.0,74.39,262.31,321.58,6.21,5
2897,2670.29,80.47,75.4,0.0,65.8,269.51,327.39,5.45,5
2898,2910.61,88.51,68.55,0.05,67.71,294.34,355.97,4.88,5
2899,2643.59,84.04,61.69,0.54,71.53,276.42,330.14,3.77,5
2900,2830.51,96.56,60.32,1.39,81.06,292.79,350.72,4.37,5
2901,3044.13,109.97,61.69,1.92,96.32,310.36,373.88,5.07,5
2902,1575.47,82.25,76.08,3.76,188.83,179.78,213.1,0.06,5
2903,1375.2,86.73,80.2,4.6,198.36,157.0,184.97,0.04,5
2904,1268.39,74.21,76.08,4.56,179.29,145.42,170.56,0.04,5
2905,1068.12,45.15,65.8,3.84,131.61,123.15,144.53,0.05,5
2906,907.9,24.36,57.58,2.28,91.55,104.64,122.73,0.06,5
2907,847.82,15.87,55.52,0.67,73.43,94.21,109.93,0.12,5
2908,867.84,13.64,57.58,0.22,63.9,94.14,110.53,0.38,5
2909,961.3,13.52,60.32,0.24,58.17,100.59,120.22,0.94,5
2910,1028.06,11.4,58.95,0.48,53.41,105.28,127.47,1.31,5
2911,1014.71,6.43,54.84,1.97,48.16,104.77,129.06,1.46,5
2912,934.6,1.36,47.3,11.44,42.44,99.0,122.12,1.44,5
2913,794.41,0.1,35.64,31.83,35.29,86.99,105.21,1.14,5
2914,634.19,0.01,27.76,46.49,29.8,71.17,82.86,0.67,5
2915,600.82,0.02,28.79,43.63,32.42,65.8,74.69,0.53,5
2916,614.17,0.05,32.22,33.98,35.76,66.99,74.94,0.46,5
2917,634.19,0.17,34.96,24.32,36.72,69.82,77.43,0.4,5
2918,654.22,0.49,38.39,15.74,37.67,72.17,79.78,0.34,5
2919,680.92,1.43,43.53,8.05,40.53,74.27,81.78,0.24,5
2920,720.98,3.24,48.67,3.53,42.92,76.5,84.13,0.16,5
2921,827.79,7.1,52.78,1.22,49.59,83.28,93.6,0.26,5
2922,921.25,12.07,53.47,0.45,55.79,86.92,101.09,0.59,5
2923,921.25,13.86,52.09,2.15,60.08,82.37,98.51,0.97,5
2924,854.49,12.85,47.3,11.09,61.04,72.33,89.17,1.25,5
2925,754.36,10.95,41.13,26.11,58.17,61.55,78.15,1.22,5
2926,594.14,4.97,35.64,52.21,44.82,48.68,60.64,0.49,4
2927,534.06,2.4,31.87,63.66,39.1,42.58,52.34,0.34,4
2928,507.36,0.91,30.85,65.09,37.19,39.81,48.43,0.31,4
2929,500.68,0.22,31.53,62.23,36.72,39.09,47.14,0.31,4
2930,547.41,0.15,38.04,52.21,40.05,43.72,52.24,0.22,4
2931,614.17,0.07,45.24,41.49,42.92,50.63,59.85,0.11,5
2932,687.6,0.08,50.72,33.62,45.3,59.1,69.24,0.3,5
2933,781.06,0.13,52.78,29.33,47.68,69.48,81.82,0.55,5
2934,834.47,0.11,51.41,30.4,48.16,74.94,89.47,0.97,5
2935,841.14,0.06,47.98,34.33,47.21,75.48,89.75,1.19,5
2936,841.14,0.05,44.55,36.48,45.78,75.22,89.35,1.36,5
2937,814.44,0.04,42.16,38.27,42.92,72.76,85.95,1.31,5
2938,727.65,0.02,38.73,40.41,38.62,67.25,78.45,1.08,5
2939,674.25,0.01,33.93,43.63,35.76,64.16,72.68,0.9,5
2940,647.54,0.01,29.47,45.78,33.85,63.5,70.27,0.77,5
2941,640.87,0.01,27.76,45.06,34.81,64.71,70.37,0.64,5
2942,647.54,0.03,29.82,38.27,38.62,68.06,73.48,0.6,5
2943,667.57,0.15,35.64,26.46,45.3,71.68,77.33,0.53,5
2944,707.63,1.05,43.53,11.8,53.41,76.78,83.84,0.45,5
2945,881.2,9.16,50.04,1.25,69.62,94.64,106.76,0.66,5
2946,1134.87,28.61,52.09,0.02,94.41,119.21,138.09,1.09,5
2947,1335.14,49.62,54.15,0.12,118.26,138.47,162.94,1.41,5
2948,1401.9,67.95,55.52,0.25,143.05,149.48,179.31,1.25,5
2949,1482.01,91.2,58.95,0.2,183.11,161.06,198.34,0.88,5
2950,1375.2,87.62,67.17,0.06,177.38,145.45,179.01,0.12,5
2951,1495.36,90.3,76.08,0.12,185.01,149.23,182.32,0.03,5
2952,1762.39,107.29,83.63,0.16,215.53,168.04,204.86,0.0,5
2953,1922.61,119.81,87.74,1.15,232.7,180.05,218.74,0.0,5
2954,1949.31,119.81,90.48,0.85,232.7,177.63,215.4,0.0,5
2955,1895.9,118.02,91.85,0.26,230.79,168.02,203.0,0.0,5
2956,2483.37,159.14,91.85,0.0,207.9,218.45,264.6,0.03,5
2957,3578.19,218.15,89.11,0.0,185.01,323.83,395.59,2.82,5
2958,4539.49,261.07,87.74,0.0,177.38,422.39,519.29,5.38,5
2959,5554.2,300.41,86.37,0.0,162.13,527.46,652.29,7.22,5
2960,6782.53,343.32,85.0,0.0,146.87,642.29,789.47,8.74,5
2961,7370.0,371.93,82.25,0.0,125.89,699.97,850.87,8.23,5
2962,6782.53,357.63,77.46,0.0,87.74,655.59,787.87,5.51,5
2963,5714.42,318.29,71.29,0.0,61.99,567.11,671.44,3.33,5
2964,4699.71,275.37,66.49,0.0,55.79,479.1,562.02,2.12,5
2965,3738.4,232.46,68.55,0.0,70.57,393.53,459.68,0.46,5
2966,3631.59,228.88,73.34,0.0,81.06,379.29,442.67,0.01,5
2967,3898.62,246.76,82.25,0.0,99.18,392.08,457.37,0.01,5
2968,4272.46,275.37,93.22,0.0,131.61,409.51,476.75,0.0,5
2969,4913.33,303.98,100.08,0.0,173.57,457.34,535.86,0.0,5
2970,5500.79,332.59,105.56,0.0,226.97,513.49,603.27,0.0,5
2971,5607.61,346.9,115.16,0.05,381.47,534.77,625.64,0.0,5
2972,5661.01,354.05,120.64,0.11,453.95,543.94,635.86,0.0,5
2973,5607.61,354.05,122.01,0.11,453.95,541.96,634.86,0.0,5
2974,3097.53,227.09,101.45,0.08,350.95,311.36,367.55,0.0,5
2975,2296.45,173.45,91.85,0.04,282.29,239.11,284.96,0.0,5
2976,1976.01,139.48,86.37,0.02,234.6,215.19,261.37,0.0,5
2977,1682.28,103.71,79.51,0.04,185.01,194.21,243.02,0.0,5
2978,1508.71,83.15,73.34,0.05,154.5,185.86,237.8,0.0,5
2979,1375.2,73.31,69.23,0.02,133.51,177.56,229.88,0.0,5
2980,1321.79,67.95,63.06,0.0,119.21,171.38,223.64,0.0,5
2981,1348.5,66.16,56.21,0.0,109.67,172.05,226.12,0.0,5
2982,1348.5,59.9,52.09,0.0,94.41,171.55,226.54,0.0,5
2983,1401.9,53.2,53.47,0.0,81.06,177.88,233.34,0.0,5
2984,1548.77,52.75,57.58,0.0,76.29,195.74,253.54,0.0,5
2985,1602.17,51.86,61.01,0.0,72.48,205.45,262.32,0.0,5
2986,1508.71,49.62,63.06,0.0,65.8,201.9,253.18,0.0,5
2987,1401.9,46.05,65.12,0.0,60.56,199.22,244.44,0.0,5
2988,1361.85,42.02,65.8,0.0,57.22,200.44,241.01,0.0,5
2989,1361.85,39.34,63.75,0.0,54.36,203.9,241.2,0.0,5
2990,1415.25,39.34,61.01,0.0,52.93,209.33,245.24,0.0,5
2991,1468.66,42.47,57.58,0.0,55.79,214.22,250.6,0.0,5
2992,1522.06,46.49,54.84,0.0,60.08,216.16,254.41,0.01,5
2993,1735.69,55.43,52.78,0.0,68.67,230.33,274.18,0.11,5
2994,1976.01,69.74,53.47,0.0,78.2,251.58,302.88,0.55,5
2995,2082.82,78.68,58.95,0.08,88.69,253.45,308.93,0.3,5
2996,2056.12,82.25,63.75,0.24,103.95,245.21,303.48,0.21,5
2997,1949.31,80.47,65.12,0.35,120.16,233.51,292.24,0.2,5
2998,1268.39,35.32,59.63,3.26,98.23,159.07,190.31,0.05,5
2999,1094.82,23.02,54.84,9.03,87.74,132.33,156.13,0.02,5
3000,1068.12,22.58,53.47,12.34,89.65,125.81,148.69,0.0,5
3001,1054.76,21.23,56.89,10.46,92.51,123.69,146.34,0.0,5
3002,1094.82,22.13,65.12,4.07,101.09,127.49,151.06,0.02,5
3003,1174.93,28.61,70.6,0.46,114.44,135.21,160.41,0.09,5
3004,2056.12,82.25,76.08,0.0,133.51,223.81,268.11,1.44,5
3005,3952.03,193.12,87.05,0.0,158.31,402.86,483.94,7.47,5
3006,6195.07,314.71,102.82,0.0,179.29,620.82,738.23,10.13,5
3007,8331.3,436.31,123.38,0.0,228.88,838.33,983.67,9.63,5
3008,10467.53,557.9,148.06,0.0,282.29,1049.19,1218.74,8.87,5
3009,12283.33,643.73,169.99,0.0,274.66,1205.88,1395.92,7.79,5
3010,12390.14,658.04,175.48,0.0,207.9,1205.15,1393.33,5.32,5
3011,11001.59,565.05,156.28,0.0,123.98,1063.15,1228.97,2.95,5
3012,8758.55,407.7,122.01,0.0,80.11,857.57,991.74,1.88,5
3013,5821.23,225.31,87.74,0.0,63.9,611.99,707.98,1.57,5
3014,4432.68,137.69,70.6,0.0,58.65,499.36,581.38,2.25,5
3015,4005.43,109.08,65.12,0.0,65.8,465.64,545.79,3.14,5
3016,3952.03,105.5,65.8,0.0,76.29,469.91,552.86,4.24,5
3017,4432.68,125.17,69.23,0.0,94.41,518.56,613.61,6.02,5
3018,5126.95,162.72,74.03,0.05,113.49,582.46,692.41,7.03,5
3019,5340.58,184.18,77.46,0.76,127.79,601.21,713.02,6.4,5
3020,5607.61,200.27,80.2,1.97,137.33,621.32,738.72,6.46,5
3021,5661.01,203.85,85.68,2.33,144.96,621.02,740.28,6.59,5
3022,2670.29,103.71,76.77,3.44,202.18,321.32,377.25,0.09,5
3023,2056.12,81.36,78.14,3.62,198.36,254.13,298.42,0.06,5
3024,1922.61,79.57,83.63,2.48,205.99,241.16,284.05,0.07,5
3025,2269.75,97.45,89.11,1.24,209.81,279.69,329.57,0.16,5
3026,3017.43,139.48,97.33,0.44,207.9,369.03,433.34,0.94,5
3027,3791.81,191.33,112.41,0.07,198.36,457.99,537.2,2.38,5
3028,4432.68,236.03,126.12,0.0,188.83,527.27,618.59,3.26,5
3029,5073.55,261.07,130.24,0.0,177.38,591.16,692.72,3.9,5
3030,5661.01,261.07,124.75,0.0,162.13,651.34,760.36,3.93,5
3031,5981.45,239.61,113.79,0.0,139.24,686.41,799.15,3.39,5
3032,5928.04,205.64,98.71,0.0,116.35,691.01,809.34,3.07,5
3033,5447.39,160.93,85.68,0.0,91.55,651.52,772.65,2.76,5
3034,4699.71,121.59,78.83,0.0,64.85,594.1,711.51,2.25,5
3035,4005.43,93.88,75.4,0.0,49.11,539.8,652.56,2.28,5
3036,3524.78,74.21,72.66,0.0,47.21,491.93,598.19,2.88,5
3037,3124.24,62.59,69.92,0.0,49.59,441.43,537.46,3.58,5
3038,2803.8,57.22,65.12,0.0,45.3,393.54,476.53,3.23,5
3039,2590.18,56.33,61.01,0.0,41.01,348.58,418.53,2.63,5
3040,2403.26,57.22,55.52,0.0,41.01,308.79,360.57,2.53,5
3041,2643.59,69.74,52.09,0.0,53.88,316.29,364.82,3.33,5
3042,3284.45,101.92,53.47,0.06,72.48,367.85,422.91,4.24,5
3043,3391.27,118.02,55.52,1.2,88.69,383.08,439.1,3.61,5
3044,3738.4,135.9,57.58,3.89,98.23,414.75,481.03,4.12,5
3045,3898.62,135.9,67.17,7.6,104.9,427.71,499.59,3.93,5
3046,2323.15,94.77,76.77,15.56,190.74,287.17,331.6,0.06,5
3047,2082.82,91.2,93.22,20.21,226.97,273.94,315.11,0.05,5
3048,2109.53,95.67,112.41,20.56,251.77,287.8,329.42,0.08,5
3049,2750.4,130.53,117.9,11.98,192.64,365.83,421.41,1.22,5
3050,3791.81,189.54,117.9,3.98,144.96,475.63,552.14,4.56,5
3051,4539.49,257.49,120.64,0.59,152.59,553.86,644.33,6.71,5
3052,5073.55,311.14,126.12,0.01,192.64,611.84,715.34,8.11,5
3053,5821.23,350.48,131.61,0.0,211.72,694.79,815.97,7.92,5
3054,6675.72,382.66,138.46,0.0,213.62,796.73,934.67,6.08,5
3055,7263.18,400.54,143.95,0.0,202.18,884.39,1031.65,3.48,5
3056,7797.24,404.12,146.69,0.0,211.72,974.04,1125.02,2.38,5
3057,8331.3,414.85,149.43,0.0,236.51,1057.67,1208.65,2.41,5
3058,8331.3,429.15,150.8,0.0,223.16,1090.41,1233.95,1.39,5
3059,7797.24,425.58,143.95,0.0,139.24,1065.22,1197.58,0.26,5
3060,7049.56,393.39,132.98,0.0,80.11,978.74,1096.21,0.15,5
3061,5073.55,278.95,134.35,0.0,77.25,743.82,834.29,0.07,5
3062,3685.0,180.6,122.01,0.0,59.13,569.71,647.15,0.12,5
3063,2696.99,107.29,100.08,0.0,43.39,438.44,503.81,0.48,5
3064,1922.61,51.86,78.14,0.0,35.76,322.62,370.84,1.19,5
3065,1708.98,30.4,59.63,0.0,39.58,258.05,297.52,2.28,5
3066,1655.58,25.26,55.52,0.14,45.78,218.89,257.02,2.88,5
3067,1401.9,15.42,57.58,4.6,49.11,179.27,213.22,1.65,5
3068,1148.22,9.05,47.98,14.48,49.59,158.73,186.57,0.85,5
3069,988.01,7.26,45.24,21.64,48.16,148.36,170.35,0.86,5
3070,907.9,7.71,63.06,23.96,59.13,133.44,151.69,0.27,5
3071,988.01,8.16,74.03,21.82,53.41,132.41,154.53,0.75,5
3072,907.9,4.25,69.92,28.61,40.53,108.66,137.07,1.65,5
3073,700.95,1.13,53.47,43.27,31.95,66.3,90.4,2.6,5
3074,507.36,0.28,37.01,57.94,28.13,34.12,53.22,2.91,4
3075,433.92,0.05,31.53,64.37,26.7,24.62,38.65,2.72,3
3076,440.6,0.0,29.82,65.8,25.51,24.25,34.43,2.38,3
3077,460.63,0.0,27.76,66.52,24.56,24.99,32.01,1.93,3
3078,473.98,0.0,25.36,67.95,23.6,25.03,30.56,1.69,4
