,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
388,303.75,0.12,0.69,53.64,0.9,3.86,4.22,0.52,1
389,310.42,0.1,0.64,55.08,0.86,4.5,4.88,0.52,1
390,307.08,0.08,0.61,55.79,0.77,4.57,4.94,0.49,1
391,313.76,0.08,0.64,58.65,0.73,5.43,5.78,0.49,1
392,330.45,0.08,0.68,63.66,0.75,7.49,7.86,0.52,1
393,333.79,0.08,0.73,66.52,0.72,9.41,9.79,0.53,1
394,333.79,0.07,0.87,66.52,0.66,11.35,11.76,0.53,2
395,320.44,0.03,1.0,62.94,0.56,12.06,12.45,0.5,2
396,297.07,0.0,0.98,59.37,0.44,11.17,11.54,0.47,2
397,270.37,0.0,0.86,54.36,0.32,9.22,9.55,0.44,1
398,250.34,0.0,0.77,50.78,0.25,7.22,7.52,0.42,1
399,243.66,0.0,0.76,48.64,0.23,5.78,6.04,0.4,1
400,240.33,0.0,0.8,49.35,0.23,5.08,5.3,0.42,1
401,240.33,0.0,0.81,50.07,0.23,4.85,5.06,0.46,1
402,236.99,0.0,0.77,50.07,0.22,4.28,4.49,0.46,1
403,233.65,0.0,0.71,50.78,0.2,3.58,3.79,0.44,1
404,230.31,0.0,0.64,50.78,0.18,3.14,3.34,0.44,1
405,223.64,0.0,0.62,48.64,0.17,3.0,3.21,0.45,1
406,223.64,0.0,0.61,45.06,0.18,2.93,3.15,0.42,1
407,220.3,0.0,0.59,41.84,0.19,2.72,2.93,0.36,1
408,220.3,0.04,0.54,39.34,0.21,2.61,2.87,0.32,1
409,223.64,0.09,0.5,38.98,0.25,2.67,2.97,0.31,1
410,226.97,0.1,0.46,40.41,0.27,2.78,3.11,0.33,1
411,233.65,0.08,0.41,44.7,0.32,3.21,3.57,0.35,1
412,247.0,0.07,0.41,53.64,0.41,4.44,4.85,0.36,1
413,263.69,0.07,0.42,61.51,0.49,6.04,6.52,0.38,1
414,283.72,0.07,0.46,68.67,0.6,8.05,8.62,0.42,1
415,313.76,0.06,0.52,74.39,0.72,11.34,12.03,0.49,2
416,353.81,0.06,0.63,80.11,0.86,16.18,17.03,0.6,2
417,390.53,0.04,0.77,85.12,1.0,20.14,21.05,0.73,3
418,427.25,0.03,0.99,89.41,1.16,23.52,24.45,0.87,3
419,473.98,0.02,1.16,94.41,1.34,27.4,28.38,1.03,4
420,520.71,0.0,1.19,97.28,1.48,32.65,33.8,1.19,4
421,547.41,0.0,1.19,98.71,1.49,35.15,36.46,1.3,4
422,527.38,0.0,1.14,95.84,1.33,31.9,33.09,1.24,4
423,473.98,0.0,1.05,88.69,1.06,25.89,26.83,1.05,4
424,413.9,0.0,0.98,80.82,0.78,20.66,21.41,0.93,3
425,367.17,0.0,0.88,74.39,0.61,17.28,17.98,1.0,2
426,333.79,0.0,0.76,70.1,0.52,15.49,16.24,1.14,2
427,310.42,0.0,0.7,67.23,0.48,14.59,15.43,1.19,2
428,293.73,0.0,0.65,65.8,0.45,13.8,14.71,1.17,2
429,273.71,0.0,0.6,62.94,0.42,12.58,13.52,1.14,2
430,260.35,0.0,0.56,59.37,0.38,11.43,12.39,1.01,2
431,247.0,0.0,0.51,52.93,0.31,8.79,9.63,0.74,1
432,240.33,0.03,0.44,43.99,0.25,6.05,6.69,0.55,1
433,243.66,0.07,0.47,41.49,0.28,5.03,5.57,0.68,1
434,257.02,0.09,0.57,45.78,0.38,5.17,5.66,0.98,1
435,270.37,0.09,0.59,52.21,0.47,5.23,5.65,1.17,1
436,280.38,0.09,0.53,57.22,0.48,5.24,5.62,1.17,1
437,290.39,0.08,0.49,59.37,0.49,5.3,5.67,1.14,1
438,297.07,0.07,0.48,60.8,0.57,5.27,5.63,1.09,1
439,303.75,0.07,0.5,62.23,0.66,5.82,6.18,1.05,1
440,320.44,0.07,0.51,65.8,0.79,7.84,8.27,1.06,1
441,333.79,0.07,0.54,68.67,0.89,9.87,10.41,1.12,1
442,350.48,0.06,0.64,71.53,1.04,11.65,12.29,1.2,2
443,387.19,0.02,0.78,75.1,1.3,14.28,15.01,1.36,2
444,427.25,0.0,0.84,78.68,1.48,17.89,18.71,1.55,2
445,447.27,0.0,0.85,80.11,1.39,19.52,20.38,1.74,2
446,427.25,0.0,0.87,78.68,1.19,19.03,19.9,1.84,2
447,383.85,0.0,0.89,74.39,0.95,16.12,16.87,1.66,2
448,333.79,0.0,0.91,70.1,0.75,12.54,13.1,1.36,2
449,297.07,0.0,0.9,67.23,0.63,9.36,9.76,1.16,1
450,273.71,0.0,0.78,65.8,0.51,7.57,7.89,1.05,1
451,260.35,0.0,0.69,62.94,0.42,6.78,7.1,0.91,1
452,253.68,0.0,0.68,60.08,0.36,6.53,6.85,0.81,1
453,253.68,0.0,0.66,58.65,0.32,6.21,6.52,0.75,1
454,250.34,0.0,0.66,55.79,0.3,5.67,5.97,0.71,1
455,247.0,0.0,0.7,50.78,0.29,5.32,5.62,0.68,1
456,257.02,0.02,0.77,47.21,0.31,5.54,5.9,0.79,1
457,270.37,0.08,0.74,46.49,0.36,6.23,6.68,1.0,1
458,273.71,0.11,0.61,47.21,0.37,6.09,6.52,1.11,1
459,270.37,0.1,0.5,48.64,0.36,5.3,5.67,1.08,1
460,267.03,0.08,0.41,50.07,0.32,4.81,5.13,0.96,1
461,260.35,0.07,0.34,49.35,0.29,4.38,4.68,0.88,1
462,257.02,0.06,0.31,49.35,0.29,4.29,4.56,0.85,1
463,253.68,0.06,0.32,49.35,0.3,4.55,4.82,0.86,1
464,260.35,0.06,0.36,52.21,0.34,5.63,5.94,0.97,1
465,263.69,0.06,0.43,55.08,0.38,6.41,6.74,1.09,1
466,267.03,0.06,0.58,58.65,0.44,7.15,7.48,1.25,1
467,270.37,0.03,0.74,62.23,0.54,8.65,9.03,1.46,1
468,270.37,0.0,0.83,65.09,0.62,10.13,10.58,1.68,2
469,273.71,0.0,0.89,67.23,0.68,10.69,11.21,1.82,2
470,283.72,0.0,0.86,68.67,0.71,13.12,13.82,1.84,2
471,303.75,0.0,0.77,68.67,0.71,16.29,17.16,1.71,2
472,320.44,0.0,0.74,67.23,0.69,16.96,17.82,1.54,2
473,320.44,0.0,0.76,67.23,0.69,15.04,15.79,1.35,2
474,303.75,0.0,0.74,64.37,0.57,11.88,12.51,1.17,2
475,273.71,0.0,0.68,59.37,0.41,8.32,8.76,0.98,1
476,250.34,0.0,0.59,53.64,0.3,5.57,5.87,0.73,1
477,236.99,0.0,0.5,47.92,0.26,3.88,4.12,0.55,1
478,230.31,0.0,0.46,43.63,0.28,2.78,2.99,0.46,1
479,233.65,0.0,0.49,39.7,0.3,2.29,2.5,0.48,1
480,236.99,0.01,0.61,36.84,0.34,2.31,2.54,0.6,1
481,247.0,0.05,0.69,37.55,0.41,2.44,2.71,0.82,1
482,260.35,0.07,0.68,41.49,0.48,2.66,2.96,1.03,1
483,267.03,0.07,0.62,45.06,0.54,2.99,3.31,1.11,1
484,273.71,0.08,0.58,47.92,0.57,3.21,3.52,1.09,1
485,280.38,0.08,0.5,50.78,0.55,3.53,3.87,1.09,1
486,283.72,0.07,0.42,52.93,0.54,4.28,4.67,1.08,1
487,287.06,0.06,0.37,54.36,0.53,5.86,6.32,1.05,1
488,303.75,0.06,0.39,57.22,0.62,9.79,10.4,1.12,1
489,323.77,0.06,0.45,60.8,0.72,14.35,15.03,1.09,2
490,350.48,0.05,0.64,62.94,0.82,17.33,17.95,1.0,2
491,370.5,0.02,0.84,62.94,0.88,17.26,17.8,0.92,2
492,370.5,0.0,0.9,63.66,0.86,15.8,16.3,0.87,2
493,360.49,0.0,0.95,65.09,0.81,13.77,14.22,0.78,2
494,340.46,0.0,1.0,63.66,0.71,10.72,11.1,0.71,2
495,310.42,0.0,1.03,58.65,0.57,8.05,8.4,0.68,1
496,283.72,0.0,1.03,52.21,0.45,5.47,5.77,0.63,1
497,260.35,0.0,0.91,43.63,0.34,3.35,3.6,0.58,1
498,240.33,0.0,0.72,36.12,0.25,2.01,2.21,0.49,1
499,226.97,0.0,0.56,30.4,0.19,1.27,1.43,0.36,1
500,216.96,0.0,0.44,29.33,0.14,0.83,0.93,0.22,1
501,220.3,0.0,0.41,32.19,0.14,0.62,0.69,0.17,1
502,230.31,0.0,0.47,34.69,0.21,0.58,0.64,0.18,1
503,243.66,0.0,0.62,33.98,0.28,0.64,0.7,0.19,1
504,257.02,0.01,0.88,32.9,0.36,0.82,0.92,0.23,1
505,270.37,0.03,1.13,32.9,0.44,0.97,1.08,0.27,1
506,290.39,0.06,1.11,37.91,0.57,1.3,1.42,0.31,1
507,313.76,0.08,0.98,47.21,0.73,1.64,1.76,0.33,1
508,320.44,0.08,0.9,52.21,0.73,1.61,1.72,0.38,1
509,317.1,0.07,0.91,50.78,0.64,1.51,1.61,0.43,1
510,310.42,0.06,0.92,47.92,0.56,1.45,1.56,0.46,1
511,303.75,0.04,0.94,45.78,0.5,1.32,1.42,0.46,1
512,303.75,0.02,0.99,43.63,0.47,1.32,1.42,0.45,1
513,310.42,0.01,1.1,40.77,0.48,1.29,1.4,0.46,1
514,320.44,0.0,1.39,37.19,0.51,1.31,1.46,0.52,1
515,323.77,0.0,1.76,32.19,0.57,1.46,1.66,0.56,1
516,313.76,0.0,1.8,28.61,0.51,1.54,1.79,0.52,1
517,293.73,0.0,1.71,26.11,0.44,1.56,1.84,0.47,1
518,280.38,0.0,1.67,23.96,0.37,1.38,1.65,0.42,1
519,267.03,0.0,1.56,22.35,0.31,1.23,1.48,0.4,1
520,257.02,0.0,1.46,22.17,0.28,1.24,1.46,0.39,1
521,250.34,0.0,1.31,24.32,0.24,1.18,1.33,0.36,1
522,240.33,0.0,1.06,25.75,0.19,0.97,1.09,0.31,1
523,226.97,0.0,0.83,24.32,0.15,0.9,1.0,0.25,1
524,220.3,0.0,0.63,20.21,0.13,0.76,0.85,0.2,1
525,223.64,0.0,0.59,16.99,0.13,0.62,0.69,0.15,1
526,226.97,0.0,0.73,15.74,0.14,0.54,0.6,0.14,1
527,233.65,0.0,0.99,15.91,0.17,0.52,0.57,0.14,1
528,247.0,0.04,1.26,18.77,0.22,0.6,0.67,0.14,1
529,267.03,0.11,1.44,24.68,0.34,0.67,0.76,0.14,1
530,287.06,0.15,1.52,30.4,0.52,0.78,0.87,0.13,1
531,297.07,0.17,1.41,35.76,0.56,0.81,0.89,0.12,1
532,310.42,0.17,1.41,40.77,0.52,0.91,0.98,0.11,1
533,333.79,0.15,1.67,42.92,0.54,1.29,1.37,0.12,1
534,350.48,0.13,1.93,43.63,0.55,1.48,1.56,0.13,1
535,353.81,0.1,2.1,42.2,0.54,1.42,1.5,0.14,1
536,363.83,0.07,2.16,41.49,0.53,1.36,1.45,0.17,1
537,357.15,0.04,2.08,40.77,0.5,1.32,1.41,0.2,1
538,353.81,0.02,2.08,38.62,0.48,1.33,1.44,0.24,1
539,343.8,0.01,2.08,36.48,0.48,1.31,1.45,0.3,1
540,320.44,0.0,1.86,33.98,0.41,1.2,1.38,0.32,1
541,300.41,0.0,1.69,32.9,0.32,1.1,1.3,0.32,1
542,293.73,0.0,1.67,32.9,0.26,1.04,1.22,0.28,1
543,287.06,0.0,1.67,31.11,0.23,0.96,1.12,0.25,1
544,267.03,0.0,1.54,29.33,0.21,0.9,1.03,0.24,1
545,257.02,0.0,1.44,28.61,0.19,0.9,0.99,0.24,1
546,253.68,0.0,1.32,27.54,0.19,0.98,1.06,0.21,1
547,243.66,0.0,1.04,27.18,0.17,0.99,1.05,0.17,1
548,230.31,0.0,0.89,25.75,0.15,0.8,0.85,0.16,1
549,230.31,0.0,0.87,25.75,0.14,0.64,0.68,0.16,1
550,240.33,0.0,1.02,26.82,0.18,0.59,0.64,0.17,1
551,250.34,0.0,1.26,26.82,0.24,0.65,0.71,0.19,1
552,260.35,0.01,1.67,24.68,0.36,0.83,0.92,0.2,1
553,273.71,0.06,2.08,23.6,0.44,1.08,1.21,0.21,1
554,290.39,0.11,2.06,25.03,0.4,1.53,1.67,0.2,1
555,300.41,0.14,1.78,27.9,0.34,1.76,1.89,0.17,1
556,293.73,0.13,1.54,31.83,0.3,1.65,1.75,0.16,1
557,290.39,0.11,1.56,34.33,0.3,1.8,1.91,0.17,1
558,300.41,0.12,1.65,35.76,0.32,2.06,2.17,0.19,1
559,310.42,0.11,1.63,37.91,0.32,2.12,2.23,0.21,1
560,317.1,0.12,1.63,39.34,0.33,2.18,2.29,0.23,1
561,317.1,0.11,1.59,41.13,0.33,2.01,2.12,0.24,1
562,317.1,0.08,1.67,40.77,0.32,1.82,1.95,0.27,1
563,317.1,0.03,1.89,34.69,0.32,1.57,1.73,0.31,1
564,310.42,0.0,1.97,27.9,0.29,1.36,1.54,0.32,1
565,300.41,0.0,1.95,25.39,0.26,1.3,1.51,0.31,1
566,290.39,0.0,1.8,26.46,0.22,1.22,1.42,0.28,1
567,283.72,0.0,1.67,28.25,0.21,1.12,1.3,0.26,1
568,280.38,0.0,1.59,29.68,0.22,1.14,1.3,0.27,1
569,270.37,0.0,1.48,29.33,0.2,1.25,1.37,0.3,1
570,257.02,0.0,1.26,27.54,0.17,1.24,1.36,0.33,1
571,243.66,0.0,1.04,25.39,0.14,1.04,1.15,0.3,1
572,230.31,0.0,0.84,23.6,0.12,0.71,0.8,0.25,1
573,223.64,0.0,0.71,23.96,0.1,0.53,0.61,0.2,1
574,226.97,0.0,0.72,26.82,0.12,0.5,0.56,0.18,1
575,236.99,0.0,0.77,29.68,0.15,0.5,0.56,0.17,1
576,243.66,0.01,0.87,30.4,0.19,0.63,0.73,0.18,1
577,156.88,0.0,1.36,43.27,0.66,14.45,25.03,4.75,2
578,151.87,0.0,1.41,35.76,0.47,14.59,25.61,3.64,2
579,150.2,0.03,1.95,27.54,0.32,14.6,25.71,2.19,2
580,161.89,0.44,3.13,28.25,0.35,14.67,25.65,1.81,2
581,186.92,0.11,0.92,85.83,0.95,14.45,26.12,0.51,2
582,190.26,0.12,0.78,87.98,0.85,14.02,25.23,0.59,2
583,188.59,0.09,0.58,88.69,0.73,13.13,23.22,0.68,2
584,185.25,0.05,0.33,94.41,1.0,13.01,23.24,0.24,2
585,185.25,0.05,0.28,95.84,1.43,13.14,22.99,0.02,2
586,185.25,0.04,0.27,95.84,1.89,13.2,22.69,0.0,2
587,186.92,0.04,0.28,98.71,2.27,14.33,24.52,0.0,2
588,188.59,0.05,0.31,101.57,2.47,15.35,26.5,0.0,2
589,190.26,0.05,0.38,104.43,2.47,15.51,27.2,0.0,2
590,191.93,0.08,0.68,105.86,2.24,15.42,27.83,0.0,2
591,195.27,0.08,1.0,107.29,1.91,15.3,28.77,0.0,2
592,193.6,0.03,1.14,104.43,1.64,15.18,29.74,0.02,2
593,196.93,0.0,2.53,85.12,1.19,15.08,29.37,1.03,2
594,196.93,0.0,3.6,63.66,0.86,15.14,29.08,2.09,2
595,193.6,0.0,3.9,52.93,0.78,15.31,29.39,2.85,2
596,183.58,0.0,3.38,50.78,0.81,15.65,29.75,3.64,2
597,176.91,0.0,2.55,50.78,0.81,15.87,30.1,4.43,2
598,170.23,0.0,1.76,51.5,0.79,15.89,30.57,5.07,2
599,166.89,0.0,1.29,50.78,0.76,15.84,30.97,5.51,2
600,161.89,0.0,0.9,45.06,0.58,15.61,31.25,4.81,2
601,160.22,0.0,0.66,40.41,0.39,15.3,31.3,3.36,2
602,165.22,0.0,0.54,48.64,0.39,15.29,32.82,2.06,2
603,166.89,0.01,0.76,48.64,0.4,15.38,34.04,1.88,2
604,170.23,0.12,1.34,45.06,0.45,15.41,34.3,1.9,2
605,175.24,0.29,1.8,48.64,0.51,15.4,33.82,1.9,2
606,180.24,0.31,1.97,61.51,0.59,15.36,32.85,2.0,2
607,196.93,0.24,1.86,85.12,0.69,15.46,32.95,2.19,2
608,186.92,0.05,0.35,113.01,0.43,10.24,22.96,0.31,2
609,186.92,0.05,0.31,120.16,0.35,8.87,20.02,0.23,3
610,186.92,0.05,0.31,123.02,0.33,8.16,18.47,0.2,3
611,185.25,0.05,0.35,124.45,0.41,8.41,20.46,0.16,3
612,183.58,0.05,0.39,123.02,0.47,9.24,24.11,0.17,3
613,183.58,0.05,0.42,121.59,0.48,9.93,26.8,0.21,3
614,186.92,0.06,0.61,120.16,0.48,10.2,27.08,0.34,3
615,188.59,0.04,0.66,118.73,0.47,10.11,25.82,0.44,2
616,186.92,0.01,0.57,117.3,0.46,10.03,25.51,0.44,2
617,191.93,0.0,1.78,104.43,0.57,10.13,25.16,1.46,2
618,191.93,0.0,2.59,95.84,0.71,10.26,25.42,3.01,2
619,188.59,0.0,2.46,92.98,0.79,10.47,25.76,4.05,2
620,185.25,0.0,1.82,89.41,0.78,10.58,25.87,4.37,2
621,181.91,0.0,1.19,85.12,0.67,10.52,25.69,4.24,2
622,178.58,0.0,0.76,78.68,0.57,10.55,25.83,3.99,2
623,176.91,0.0,0.59,68.67,0.49,10.57,26.08,3.07,2
624,176.91,0.0,0.54,65.09,0.45,10.67,26.65,2.66,2
625,178.58,0.0,0.52,65.8,0.43,10.76,27.2,2.47,2
626,178.58,0.0,0.61,65.09,0.4,10.72,26.92,2.31,2
627,176.91,0.01,0.96,59.37,0.4,10.59,26.31,2.15,2
628,178.58,0.11,1.76,54.36,0.46,10.39,25.52,2.06,2
629,181.91,0.28,2.29,58.65,0.53,10.3,24.96,1.95,2
630,188.59,0.31,2.34,70.1,0.57,10.41,24.7,1.84,2
631,200.27,0.24,1.78,80.11,0.59,10.64,24.58,1.74,2
632,201.94,0.06,0.43,114.44,0.46,13.68,37.35,0.46,3
633,233.65,0.07,0.61,135.9,0.92,15.95,42.76,0.77,3
634,240.33,0.08,0.68,131.61,2.15,19.65,52.53,1.05,4
635,220.3,0.07,0.54,118.73,5.07,21.66,50.92,0.53,4
636,211.95,0.07,0.48,108.72,3.79,20.84,46.55,0.35,3
637,196.93,0.07,0.47,94.41,2.24,17.39,41.56,0.34,3
638,188.59,0.08,0.58,85.12,1.49,15.19,37.57,0.37,3
639,188.59,0.08,0.8,82.25,1.3,14.82,35.52,0.42,3
640,190.26,0.03,1.08,82.97,1.19,15.01,34.18,0.48,2
641,195.27,0.0,1.46,80.82,1.06,14.93,32.88,0.65,2
642,198.6,0.0,1.71,77.96,0.95,14.78,31.99,0.82,2
643,200.27,0.0,1.86,76.53,0.89,14.43,31.05,0.83,2
644,201.94,0.0,2.01,73.67,0.86,14.22,30.11,0.74,2
645,205.28,0.0,2.04,70.1,0.82,14.15,29.4,0.68,2
646,205.28,0.0,1.93,66.52,0.77,14.17,28.86,0.67,2
647,206.95,0.0,1.8,64.37,0.74,13.84,27.82,0.66,2
648,210.29,0.0,1.71,63.66,0.75,13.46,26.67,0.6,2
649,213.62,0.0,1.67,63.66,0.78,13.56,26.08,0.55,2
650,220.3,0.0,1.63,65.09,0.86,14.04,26.39,0.47,2
651,220.3,0.0,1.67,65.09,0.94,14.59,27.39,0.41,2
652,223.64,0.05,1.56,69.38,1.18,15.24,28.74,0.32,2
653,223.64,0.06,0.88,87.98,1.71,16.34,31.73,0.05,2
654,216.96,0.07,0.67,95.84,1.67,15.69,31.6,0.05,2
655,213.62,0.07,0.54,98.71,1.55,14.53,30.34,0.1,2
656,206.95,0.06,0.42,100.14,1.71,14.03,30.06,0.02,2
657,203.61,0.06,0.39,103.0,1.97,13.59,29.36,0.0,2
658,203.61,0.06,0.38,103.0,2.35,13.18,27.88,0.0,2
659,200.27,0.06,0.38,104.43,3.1,13.16,26.61,0.0,2
660,196.93,0.05,0.37,105.86,3.49,12.85,25.41,0.0,2
661,195.27,0.05,0.4,103.0,2.95,11.71,23.43,0.07,2
662,191.93,0.05,0.51,97.28,1.89,9.88,20.47,0.25,2
663,188.59,0.04,0.69,88.69,0.97,8.39,18.8,0.39,2
664,183.58,0.01,0.83,81.54,0.53,7.62,18.57,0.45,2
665,183.58,0.0,1.02,77.25,0.43,7.26,18.5,0.55,1
666,183.58,0.0,1.33,72.96,0.38,6.98,18.37,0.71,1
667,185.25,0.0,1.56,70.1,0.32,7.09,19.5,0.86,1
668,185.25,0.0,1.99,62.23,0.26,7.47,20.48,1.24,2
669,183.58,0.0,2.34,52.21,0.2,7.71,20.87,1.55,2
670,180.24,0.0,2.21,44.35,0.16,7.84,20.9,1.62,2
671,175.24,0.0,2.1,36.12,0.14,7.88,20.72,1.77,2
672,168.56,0.0,1.97,28.97,0.13,7.89,20.77,2.28,2
673,161.89,0.0,1.82,25.03,0.14,7.87,20.89,3.17,2
674,155.21,0.0,1.82,22.35,0.17,7.84,21.01,4.05,2
675,155.21,0.04,2.16,19.13,0.17,7.82,20.91,3.07,2
676,168.56,0.44,2.87,21.99,0.2,7.92,22.22,2.25,2
677,183.58,0.16,1.04,62.94,0.26,9.76,33.92,1.28,2
678,183.58,0.11,0.64,72.96,0.28,10.34,33.28,1.05,2
679,181.91,0.08,0.45,77.25,0.28,9.97,32.31,0.97,2
680,180.24,0.04,0.26,80.82,0.35,8.83,27.7,0.62,2
681,180.24,0.03,0.2,80.82,0.36,8.43,26.11,0.43,2
682,180.24,0.03,0.21,80.82,0.37,8.61,27.51,0.37,2
683,180.24,0.04,0.21,80.11,0.39,8.8,30.08,0.36,2
684,180.24,0.04,0.21,78.68,0.38,8.76,32.58,0.36,2
685,180.24,0.04,0.23,77.25,0.34,8.57,33.26,0.37,2
686,180.24,0.05,0.34,75.82,0.28,8.43,33.78,0.45,2
687,181.91,0.06,0.54,74.39,0.24,8.36,34.13,0.59,2
688,183.58,0.02,0.72,73.67,0.23,8.35,33.38,0.69,2
689,185.25,0.0,1.95,60.08,0.25,8.29,30.96,1.46,2
690,186.92,0.0,3.04,45.78,0.26,8.19,28.76,2.19,2
691,185.25,0.0,3.43,38.62,0.25,8.1,27.51,2.53,2
692,180.24,0.0,3.21,35.76,0.23,8.01,26.51,2.63,2
693,173.57,0.0,2.61,33.26,0.19,8.01,26.52,2.72,2
694,163.56,0.0,1.93,29.68,0.16,8.08,27.52,2.91,2
695,156.88,0.0,1.52,25.75,0.13,8.17,28.32,2.6,2
696,155.21,0.0,1.24,26.46,0.11,8.11,26.83,1.46,2
697,161.89,0.0,1.02,31.11,0.11,7.96,23.23,0.82,2
698,201.94,0.0,1.33,60.8,0.35,9.38,32.71,0.85,2
699,198.6,0.01,1.56,57.94,0.33,10.95,48.97,0.89,3
700,186.92,0.06,1.04,62.23,0.26,11.46,61.26,0.8,4
701,180.24,0.06,0.5,70.81,0.18,10.45,60.25,0.62,4
702,178.58,0.06,0.34,72.96,0.17,9.81,50.63,0.5,4
703,178.58,0.05,0.25,73.67,0.23,9.35,42.16,0.33,3
704,181.91,0.04,0.19,81.54,0.53,10.24,36.0,0.08,3
705,185.25,0.03,0.19,87.26,0.84,10.4,31.26,0.0,2
706,185.25,0.04,0.21,87.26,1.0,9.26,25.02,0.0,2
707,183.58,0.04,0.22,85.12,0.89,8.17,20.34,0.02,2
708,183.58,0.04,0.23,82.97,0.65,7.7,18.4,0.15,2
709,181.91,0.04,0.25,81.54,0.45,7.37,17.87,0.28,2
710,181.91,0.05,0.33,80.11,0.3,6.91,17.56,0.42,2
711,181.91,0.05,0.47,78.68,0.23,6.68,18.16,0.59,1
712,181.91,0.02,0.59,77.96,0.2,7.28,21.77,0.71,2
713,183.58,0.0,0.81,75.82,0.2,8.15,25.88,0.88,2
714,185.25,0.0,1.03,72.96,0.21,8.9,28.5,1.08,2
715,186.92,0.0,1.17,70.1,0.21,9.62,31.34,1.2,2
716,186.92,0.0,1.76,56.51,0.18,9.65,29.73,1.5,2
717,181.91,0.0,2.14,40.77,0.13,9.38,27.58,1.47,2
718,175.24,0.0,2.04,31.47,0.11,9.13,26.87,1.5,2
719,168.56,0.0,1.91,25.03,0.11,8.97,26.49,1.47,2
720,166.89,0.0,1.91,21.82,0.09,8.93,25.51,0.97,2
721,171.9,0.0,2.08,22.53,0.1,8.94,25.75,0.7,2
722,188.59,0.0,1.61,55.08,0.21,11.58,53.38,0.81,4
723,186.92,0.01,1.18,61.51,0.18,12.71,61.31,0.78,4
724,185.25,0.06,0.87,65.8,0.17,12.4,56.47,0.89,4
725,185.25,0.06,0.41,75.82,0.2,11.29,42.35,0.6,3
726,188.59,0.06,0.33,81.54,0.3,11.03,35.59,0.43,3
727,191.93,0.05,0.31,87.26,0.37,10.99,32.37,0.37,2
728,188.59,0.04,0.24,87.98,0.3,10.22,29.94,0.27,2
729,183.58,0.03,0.22,85.12,0.22,10.05,31.73,0.28,2
730,180.24,0.02,0.24,82.25,0.16,10.54,37.24,0.35,3
731,180.24,0.02,0.24,80.82,0.14,11.52,44.67,0.48,3
732,181.91,0.03,0.22,81.54,0.14,12.44,49.74,0.58,3
733,183.58,0.04,0.24,82.97,0.15,12.86,50.6,0.5,4
734,185.25,0.05,0.32,82.97,0.15,12.43,48.26,0.39,3
735,185.25,0.05,0.47,82.97,0.15,11.45,44.44,0.38,3
736,185.25,0.02,0.62,81.54,0.15,10.41,40.38,0.48,3
737,188.59,0.0,0.86,79.39,0.17,9.69,37.14,0.63,3
738,191.93,0.0,1.19,76.53,0.21,9.12,33.6,0.78,2
739,195.27,0.0,1.39,74.39,0.25,8.52,30.87,0.81,2
740,196.93,0.0,1.8,66.52,0.25,8.31,28.78,1.05,2
741,196.93,0.0,2.1,58.65,0.23,8.17,27.24,1.24,2
742,195.27,0.0,2.08,52.93,0.2,8.06,26.89,1.24,2
743,190.26,0.0,2.06,43.63,0.16,7.92,26.05,1.28,2
744,183.58,0.0,1.99,35.05,0.13,7.8,25.7,1.31,2
745,176.91,0.0,1.84,30.4,0.13,7.71,26.32,1.43,2
746,173.57,0.0,1.78,27.9,0.12,7.57,27.6,1.43,2
747,170.23,0.05,2.1,25.03,0.14,7.45,29.12,1.36,2
748,176.91,0.43,2.72,29.33,0.2,7.44,31.68,1.71,2
749,176.91,0.08,0.51,72.24,0.18,8.35,38.4,0.44,3
750,176.91,0.07,0.38,75.1,0.17,7.87,34.38,0.39,2
751,176.91,0.05,0.28,76.53,0.18,7.7,32.82,0.46,2
752,176.91,0.04,0.18,76.53,0.18,7.95,33.3,0.48,2
753,178.58,0.03,0.14,76.53,0.17,8.32,33.42,0.48,2
754,178.58,0.03,0.14,75.82,0.17,8.93,34.25,0.48,2
755,180.24,0.03,0.15,76.53,0.16,9.81,37.46,0.45,3
756,181.91,0.03,0.17,77.96,0.16,10.24,39.76,0.42,3
757,183.58,0.03,0.2,79.39,0.16,10.31,39.83,0.39,3
758,185.25,0.05,0.32,80.82,0.16,10.14,38.28,0.38,3
759,185.25,0.06,0.52,80.82,0.17,9.85,35.44,0.39,3
760,185.25,0.03,0.69,80.11,0.17,9.79,33.76,0.42,2
761,186.92,0.0,0.84,80.11,0.19,9.97,33.95,0.48,2
762,193.6,0.0,1.14,81.54,0.22,10.15,33.91,0.56,2
763,201.94,0.0,1.44,81.54,0.26,10.31,34.38,0.76,2
764,210.29,0.0,1.65,77.96,0.3,10.43,34.88,1.16,2
765,211.95,0.0,1.56,72.96,0.29,10.25,35.72,1.17,3
766,206.95,0.0,1.27,70.1,0.24,10.4,41.51,0.96,3
767,201.94,0.0,1.16,60.8,0.18,10.2,39.45,0.79,3
768,196.93,0.0,1.11,49.35,0.14,9.53,33.44,0.81,2
769,191.93,0.0,1.05,42.2,0.12,9.31,32.99,0.9,2
770,186.92,0.0,1.07,37.91,0.12,9.36,37.01,1.06,3
771,185.25,0.02,1.33,35.41,0.13,9.41,41.94,1.16,3
772,188.59,0.15,1.74,38.27,0.18,9.43,46.17,1.28,3
773,185.25,0.09,0.65,71.53,0.15,15.27,90.6,0.77,4
774,185.25,0.09,0.54,75.82,0.15,15.86,91.18,0.78,4
775,186.92,0.08,0.44,79.39,0.17,14.26,78.43,0.86,4
